"49" "{tropical fruit,dog food} => {whole milk}" 0.00101677681748856 0.625 0.0016268429079817 2.44603064066852 10
"50" "{root vegetables,dog food} => {whole milk}" 0.00101677681748856 0.714285714285714 0.00142348754448399 2.79546358933546 10
"51" "{yogurt,dog food} => {whole milk}" 0.00122013218098627 0.631578947368421 0.00193187595322827 2.47177833162293 12
"52" "{other vegetables,dog food} => {whole milk}" 0.00111845449923742 0.5 0.00223690899847483 1.95682451253482 11
"53" "{Instant food products,soda} => {hamburger meat}" 0.00122013218098627 0.631578947368421 0.00193187595322827 18.9956542732979 12
"56" "{root vegetables,Instant food products} => {other vegetables}" 0.00101677681748856 0.526315789473684 0.00193187595322827 2.72008186519899 10
"57" "{yogurt,Instant food products} => {whole milk}" 0.00111845449923742 0.785714285714286 0.00142348754448399 3.075009948269 11
"61" "{citrus fruit,specialty cheese} => {whole milk}" 0.00101677681748856 0.714285714285714 0.00142348754448399 2.79546358933546 10
"63" "{root vegetables,specialty cheese} => {yogurt}" 0.00111845449923742 0.523809523809524 0.00213523131672598 3.75485908649174 11
"65" "{root vegetables,specialty cheese} => {whole milk}" 0.00132180986273513 0.619047619047619 0.00213523131672598 2.4227351107574 13
"71" "{butter,flower (seeds)} => {whole milk}" 0.00101677681748856 0.625 0.0016268429079817 2.44603064066852 10
"72" "{root vegetables,flower (seeds)} => {other vegetables}" 0.00111845449923742 0.578947368421053 0.00193187595322827 2.99209005171889 11
"73" "{root vegetables,flower (seeds)} => {whole milk}" 0.00101677681748856 0.526315789473684 0.00193187595322827 2.05981527635244 10
"74" "{frozen potato products,fruit/vegetable juice} => {whole milk}" 0.00111845449923742 0.6875 0.0016268429079817 2.69063370473538 11
"75" "{yogurt,frozen potato products} => {whole milk}" 0.00152516522623284 0.681818181818182 0.00223690899847484 2.66839706254748 15
"76" "{frozen potato products,rolls/buns} => {whole milk}" 0.00111845449923742 0.55 0.00203355363497712 2.1525069637883 11
"79" "{napkins,house keeping products} => {whole milk}" 0.00132180986273513 0.8125 0.0016268429079817 3.17983983286908 13
"80" "{whipped/sour cream,house keeping products} => {whole milk}" 0.00122013218098627 0.923076923076923 0.00132180986273513 3.61259910006428 12
"81" "{sausage,house keeping products} => {whole milk}" 0.00111845449923742 0.6875 0.0016268429079817 2.69063370473538 11
"82" "{tropical fruit,house keeping products} => {whole milk}" 0.00111845449923742 0.6875 0.0016268429079817 2.69063370473538 11
"83" "{root vegetables,house keeping products} => {whole milk}" 0.00132180986273513 0.764705882352941 0.00172852058973055 2.99279043093561 13
"84" "{yogurt,house keeping products} => {other vegetables}" 0.00101677681748856 0.555555555555556 0.00183019827147941 2.87119752437671 10
"85" "{yogurt,house keeping products} => {whole milk}" 0.00101677681748856 0.555555555555556 0.00183019827147941 2.17424945837202 10
"86" "{rolls/buns,house keeping products} => {whole milk}" 0.00111845449923742 0.647058823529412 0.00172852058973055 2.53236113386859 11
"87" "{other vegetables,house keeping products} => {whole milk}" 0.00172852058973055 0.62962962962963 0.00274529740721912 2.46414938615496 17
"88" "{white bread,sweet spreads} => {whole milk}" 0.00101677681748856 0.666666666666667 0.00152516522623284 2.60909935004642 10
"89" "{pastry,sweet spreads} => {whole milk}" 0.00101677681748856 0.909090909090909 0.00111845449923742 3.55786275006331 10
"90" "{root vegetables,sweet spreads} => {whole milk}" 0.00122013218098627 0.6 0.00203355363497712 2.34818941504178 12
"91" "{yogurt,sweet spreads} => {soda}" 0.00122013218098627 0.545454545454545 0.00223690899847484 3.12801484230056 12
"92" "{sweet spreads,soda} => {whole milk}" 0.00142348754448399 0.56 0.0025419420437214 2.191643454039 14
"93" "{yogurt,sweet spreads} => {whole milk}" 0.00122013218098627 0.545454545454545 0.00223690899847484 2.13471765003798 12
"94" "{turkey,curd} => {other vegetables}" 0.00122013218098627 0.8 0.00152516522623284 4.13452443510247 12
"95" "{turkey,curd} => {whole milk}" 0.00101677681748856 0.666666666666667 0.00152516522623284 2.60909935004642 10
"96" "{turkey,butter} => {whole milk}" 0.00101677681748856 0.666666666666667 0.00152516522623284 2.60909935004642 10
"97" "{turkey,whipped/sour cream} => {other vegetables}" 0.00101677681748856 0.769230769230769 0.00132180986273513 3.97550426452161 10
"98" "{turkey,pastry} => {whole milk}" 0.00111845449923742 0.578947368421053 0.00193187595322827 2.26579680398769 11
"99" "{turkey,bottled water} => {whole milk}" 0.00122013218098627 0.75 0.0016268429079817 2.93523676880223 12
"102" "{turkey,yogurt} => {tropical fruit}" 0.00122013218098627 0.521739130434783 0.00233858668022369 4.97219413549039 12
"103" "{turkey,tropical fruit} => {other vegetables}" 0.0016268429079817 0.615384615384615 0.00264361972547026 3.18040341161728 16
"104" "{turkey,tropical fruit} => {whole milk}" 0.00142348754448399 0.538461538461538 0.00264361972547026 2.1073494750375 14
"105" "{turkey,root vegetables} => {other vegetables}" 0.00193187595322827 0.76 0.0025419420437214 3.92779821334735 19
"106" "{turkey,root vegetables} => {whole milk}" 0.00152516522623284 0.6 0.0025419420437214 2.34818941504178 15
"107" "{turkey,yogurt} => {other vegetables}" 0.00142348754448399 0.608695652173913 0.00233858668022369 3.1458338093171 14
"108" "{turkey,yogurt} => {whole milk}" 0.00152516522623284 0.652173913043478 0.00233858668022369 2.55237979895846 15
"109" "{turkey,rolls/buns} => {other vegetables}" 0.00101677681748856 0.526315789473684 0.00193187595322827 2.72008186519899 10
"110" "{turkey,rolls/buns} => {whole milk}" 0.00101677681748856 0.526315789473684 0.00193187595322827 2.05981527635244 10
"116" "{butter,rice} => {root vegetables}" 0.00101677681748856 0.555555555555556 0.00183019827147941 5.09691127694859 10
"117" "{butter,rice} => {yogurt}" 0.00101677681748856 0.555555555555556 0.00183019827147941 3.98242630385488 10
"121" "{rice,fruit/vegetable juice} => {root vegetables}" 0.00111845449923742 0.578947368421053 0.00193187595322827 5.31151806755695 11
"125" "{citrus fruit,rice} => {root vegetables}" 0.00101677681748856 0.555555555555556 0.00183019827147941 5.09691127694859 10
"129" "{tropical fruit,rice} => {root vegetables}" 0.00101677681748856 0.526315789473684 0.00193187595322827 4.82865278868814 10
"142" "{spread cheese,newspapers} => {rolls/buns}" 0.00122013218098627 0.75 0.0016268429079817 4.07752902155887 12
"143" "{citrus fruit,spread cheese} => {other vegetables}" 0.00101677681748856 0.625 0.0016268429079817 3.2300972149238 10
"144" "{sausage,spread cheese} => {rolls/buns}" 0.00122013218098627 0.5 0.00244026436197255 2.71835268103925 12
"145" "{tropical fruit,spread cheese} => {whole milk}" 0.00101677681748856 0.5 0.00203355363497712 1.95682451253482 10
"146" "{root vegetables,dish cleaner} => {whole milk}" 0.00111845449923742 0.6875 0.0016268429079817 2.69063370473538 11
"147" "{salt,sugar} => {whole milk}" 0.00101677681748856 0.555555555555556 0.00183019827147941 2.17424945837202 10
"148" "{domestic eggs,salt} => {whole milk}" 0.00132180986273513 0.684210526315789 0.00193187595322827 2.67775985925817 13
"149" "{salt,fruit/vegetable juice} => {other vegetables}" 0.00101677681748856 0.666666666666667 0.00152516522623284 3.44543702925206 10
"150" "{pip fruit,salt} => {root vegetables}" 0.00101677681748856 0.666666666666667 0.00152516522623284 6.11629353233831 10
"151" "{pip fruit,salt} => {whole milk}" 0.00111845449923742 0.733333333333333 0.00152516522623284 2.87000928505107 11
"152" "{citrus fruit,salt} => {whole milk}" 0.00111845449923742 0.733333333333333 0.00152516522623284 2.87000928505107 11
"153" "{root vegetables,salt} => {whole milk}" 0.00142348754448399 0.518518518518518 0.00274529740721912 2.02929949448055 14
"154" "{yogurt,salt} => {whole milk}" 0.00111845449923742 0.5 0.00223690899847483 1.95682451253482 11
"155" "{mayonnaise,chocolate} => {other vegetables}" 0.00111845449923742 0.6875 0.0016268429079817 3.55310693641619 11
"156" "{whipped/sour cream,mayonnaise} => {other vegetables}" 0.00101677681748856 0.666666666666667 0.00152516522623284 3.44543702925206 10
"157" "{whipped/sour cream,mayonnaise} => {whole milk}" 0.00101677681748856 0.666666666666667 0.00152516522623284 2.60909935004642 10
"158" "{sausage,mayonnaise} => {rolls/buns}" 0.00111845449923742 0.523809523809524 0.00213523131672598 2.84779804680302 11
"159" "{tropical fruit,mayonnaise} => {other vegetables}" 0.00101677681748856 0.625 0.0016268429079817 3.2300972149238 10
"160" "{root vegetables,mayonnaise} => {yogurt}" 0.00132180986273513 0.52 0.0025419420437214 3.72755102040816 13
"161" "{root vegetables,mayonnaise} => {other vegetables}" 0.0016268429079817 0.64 0.0025419420437214 3.30761954808198 16
"162" "{yogurt,mayonnaise} => {other vegetables}" 0.0016268429079817 0.592592592592593 0.00274529740721912 3.0626106926685 16
"163" "{curd,frozen dessert} => {whole milk}" 0.00101677681748856 0.714285714285714 0.00142348754448399 2.79546358933546 10
"164" "{tropical fruit,frozen dessert} => {other vegetables}" 0.00142348754448399 0.538461538461538 0.00264361972547026 2.78285298516512 14
"165" "{tropical fruit,frozen dessert} => {whole milk}" 0.00142348754448399 0.538461538461538 0.00264361972547026 2.1073494750375 14
"166" "{root vegetables,frozen dessert} => {other vegetables}" 0.0016268429079817 0.666666666666667 0.00244026436197255 3.44543702925206 16
"167" "{root vegetables,frozen dessert} => {whole milk}" 0.00132180986273513 0.541666666666667 0.00244026436197255 2.11989322191272 13
"168" "{yogurt,frozen dessert} => {whole milk}" 0.00111845449923742 0.578947368421053 0.00193187595322827 2.26579680398769 11
"171" "{rolls/buns,white wine} => {soda}" 0.00132180986273513 0.5 0.00264361972547026 2.86734693877551 13
"172" "{packaged fruit/vegetables,pastry} => {whole milk}" 0.00101677681748856 0.588235294117647 0.00172852058973055 2.30214648533508 10
"173" "{packaged fruit/vegetables,soda} => {whole milk}" 0.00122013218098627 0.571428571428571 0.00213523131672598 2.23637087146836 12
"174" "{whipped/sour cream,canned vegetables} => {whole milk}" 0.00101677681748856 0.625 0.0016268429079817 2.44603064066852 10
"175" "{pip fruit,canned vegetables} => {other vegetables}" 0.00122013218098627 0.705882352941177 0.00172852058973055 3.64810979567865 12
"176" "{citrus fruit,canned vegetables} => {other vegetables}" 0.00111845449923742 0.523809523809524 0.00213523131672598 2.70712909441233 11
"177" "{root vegetables,canned vegetables} => {other vegetables}" 0.00183019827147941 0.692307692307692 0.00264361972547026 3.57795383806944 18
"178" "{root vegetables,canned vegetables} => {whole milk}" 0.00132180986273513 0.5 0.00264361972547026 1.95682451253482 13
"179" "{whole milk,canned vegetables} => {other vegetables}" 0.00203355363497712 0.526315789473684 0.00386375190645653 2.72008186519899 20
"180" "{roll products ,sugar} => {whole milk}" 0.00101677681748856 0.769230769230769 0.00132180986273513 3.01049925005357 10
"181" "{pork,roll products } => {other vegetables}" 0.00101677681748856 0.625 0.0016268429079817 3.2300972149238 10
"182" "{roll products ,bottled beer} => {whole milk}" 0.00111845449923742 0.611111111111111 0.00183019827147941 2.39167440420922 11
"183" "{roll products ,margarine} => {other vegetables}" 0.00111845449923742 0.611111111111111 0.00183019827147941 3.15831727681439 11
"184" "{butter,roll products } => {whole milk}" 0.00111845449923742 0.785714285714286 0.00142348754448399 3.075009948269 11
"185" "{whipped/sour cream,roll products } => {other vegetables}" 0.00101677681748856 0.555555555555556 0.00183019827147941 2.87119752437671 10
"186" "{citrus fruit,roll products } => {other vegetables}" 0.00101677681748856 0.666666666666667 0.00152516522623284 3.44543702925206 10
"187" "{sausage,roll products } => {other vegetables}" 0.00122013218098627 0.631578947368421 0.00193187595322827 3.26409823823879 12
"188" "{sausage,roll products } => {whole milk}" 0.00101677681748856 0.526315789473684 0.00193187595322827 2.05981527635244 10
"189" "{tropical fruit,roll products } => {root vegetables}" 0.00101677681748856 0.5 0.00203355363497712 4.58722014925373 10
"190" "{tropical fruit,roll products } => {other vegetables}" 0.00101677681748856 0.5 0.00203355363497712 2.58407777193904 10
"191" "{tropical fruit,roll products } => {whole milk}" 0.00111845449923742 0.55 0.00203355363497712 2.1525069637883 11
"192" "{yogurt,roll products } => {other vegetables}" 0.00142348754448399 0.636363636363636 0.00223690899847484 3.28882625519515 14
"193" "{yogurt,roll products } => {whole milk}" 0.00142348754448399 0.636363636363636 0.00223690899847484 2.49050392504432 14
"194" "{rolls/buns,roll products } => {whole milk}" 0.00152516522623284 0.714285714285714 0.00213523131672598 2.79546358933546 15
"195" "{whole milk,roll products } => {other vegetables}" 0.00233858668022369 0.5 0.00467717336044738 2.58407777193904 23
"196" "{frozen vegetables,frozen fish} => {other vegetables}" 0.00101677681748856 0.555555555555556 0.00183019827147941 2.87119752437671 10
"197" "{frozen vegetables,frozen fish} => {whole milk}" 0.00101677681748856 0.555555555555556 0.00183019827147941 2.17424945837202 10
"198" "{pork,frozen fish} => {whole milk}" 0.00122013218098627 0.6 0.00203355363497712 2.34818941504178 12
"199" "{frankfurter,frozen fish} => {whole milk}" 0.00111845449923742 0.647058823529412 0.00172852058973055 2.53236113386859 11
"200" "{frozen fish,domestic eggs} => {whole milk}" 0.00101677681748856 0.714285714285714 0.00142348754448399 2.79546358933546 10
"201" "{pip fruit,frozen fish} => {tropical fruit}" 0.00122013218098627 0.571428571428571 0.00213523131672598 5.44573643410853 12
"202" "{pip fruit,frozen fish} => {other vegetables}" 0.00142348754448399 0.666666666666667 0.00213523131672598 3.44543702925206 14
"203" "{pip fruit,frozen fish} => {whole milk}" 0.00132180986273513 0.619047619047619 0.00213523131672598 2.4227351107574 13
"204" "{tropical fruit,frozen fish} => {other vegetables}" 0.00152516522623284 0.6 0.0025419420437214 3.10089332632685 15
"205" "{tropical fruit,frozen fish} => {whole milk}" 0.00152516522623284 0.6 0.0025419420437214 2.34818941504178 15
"206" "{root vegetables,frozen fish} => {yogurt}" 0.00142348754448399 0.538461538461538 0.00264361972547026 3.85989010989011 14
"207" "{root vegetables,frozen fish} => {other vegetables}" 0.00142348754448399 0.538461538461538 0.00264361972547026 2.78285298516512 14
"208" "{root vegetables,frozen fish} => {whole milk}" 0.00183019827147941 0.692307692307692 0.00264361972547026 2.70944932504821 18
"209" "{yogurt,frozen fish} => {whole milk}" 0.00223690899847483 0.6875 0.0032536858159634 2.69063370473538 22
"212" "{pastry,cake bar} => {soda}" 0.00101677681748856 0.5 0.00203355363497712 2.86734693877551 10
"213" "{pastry,cake bar} => {whole milk}" 0.00122013218098627 0.6 0.00203355363497712 2.34818941504178 12
"214" "{sausage,cake bar} => {whole milk}" 0.00111845449923742 0.523809523809524 0.00213523131672598 2.05000663217933 11
"215" "{bottled water,cake bar} => {soda}" 0.00101677681748856 0.555555555555556 0.00183019827147941 3.1859410430839 10
"216" "{tropical fruit,cake bar} => {whole milk}" 0.00142348754448399 0.736842105263158 0.00193187595322827 2.88374138689342 14
"217" "{root vegetables,cake bar} => {other vegetables}" 0.00101677681748856 0.555555555555556 0.00183019827147941 2.87119752437671 10
"218" "{yogurt,cake bar} => {whole milk}" 0.00122013218098627 0.5 0.00244026436197255 1.95682451253482 12
"219" "{rolls/buns,cake bar} => {whole milk}" 0.00172852058973055 0.548387096774194 0.00315200813421454 2.14619462665109 17
"220" "{other vegetables,cake bar} => {whole milk}" 0.00203355363497712 0.540540540540541 0.00376207422470768 2.1154859594971 20
"223" "{pork,dishes} => {other vegetables}" 0.00101677681748856 0.588235294117647 0.00172852058973055 3.04009149639888 10
"224" "{butter,dishes} => {whole milk}" 0.00111845449923742 0.733333333333333 0.00152516522623284 2.87000928505107 11
"225" "{domestic eggs,dishes} => {other vegetables}" 0.00111845449923742 0.647058823529412 0.00172852058973055 3.34410064603876 11
"226" "{pastry,dishes} => {other vegetables}" 0.00122013218098627 0.705882352941177 0.00172852058973055 3.64810979567865 12
"227" "{tropical fruit,dishes} => {whole milk}" 0.00101677681748856 0.526315789473684 0.00193187595322827 2.05981527635244 10
"228" "{root vegetables,dishes} => {other vegetables}" 0.00172852058973055 0.62962962962963 0.00274529740721912 3.25402386096028 17
"229" "{soda,dishes} => {other vegetables}" 0.00132180986273513 0.619047619047619 0.00213523131672598 3.19933438430548 13
"230" "{soda,dishes} => {whole milk}" 0.00111845449923742 0.523809523809524 0.00213523131672598 2.05000663217933 11
"231" "{whole milk,dishes} => {other vegetables}" 0.00264361972547026 0.5 0.00528723945094052 2.58407777193904 26
"232" "{oil,mustard} => {whole milk}" 0.00122013218098627 0.857142857142857 0.00142348754448399 3.35455630720255 12
"233" "{frankfurter,mustard} => {rolls/buns}" 0.00132180986273513 0.52 0.0025419420437214 2.82708678828082 13
"234" "{mustard,newspapers} => {whole milk}" 0.00111845449923742 0.647058823529412 0.00172852058973055 2.53236113386859 11
"235" "{mustard,shopping bags} => {root vegetables}" 0.00101677681748856 0.5 0.00203355363497712 4.58722014925373 10
"236" "{mustard,bottled water} => {whole milk}" 0.00152516522623284 0.75 0.00203355363497712 2.93523676880223 15
"237" "{tropical fruit,mustard} => {whole milk}" 0.00142348754448399 0.538461538461538 0.00264361972547026 2.1073494750375 14
"238" "{yogurt,mustard} => {whole milk}" 0.00142348754448399 0.608695652173913 0.00233858668022369 2.38222114569456 14
"239" "{fruit/vegetable juice,red/blush wine} => {shopping bags}" 0.00101677681748856 0.555555555555556 0.00183019827147941 5.63868822382754 10
"240" "{tropical fruit,red/blush wine} => {whole milk}" 0.00132180986273513 0.52 0.0025419420437214 2.03509749303621 13
"241" "{root vegetables,red/blush wine} => {other vegetables}" 0.00142348754448399 0.56 0.0025419420437214 2.89416710457173 14
"242" "{bottled beer,pot plants} => {whole milk}" 0.00101677681748856 0.625 0.0016268429079817 2.44603064066852 10
"243" "{brown bread,pot plants} => {whole milk}" 0.00101677681748856 0.625 0.0016268429079817 2.44603064066852 10
"244" "{butter,pot plants} => {whole milk}" 0.00101677681748856 0.714285714285714 0.00142348754448399 2.79546358933546 10
"245" "{whipped/sour cream,pot plants} => {whole milk}" 0.00111845449923742 0.578947368421053 0.00193187595322827 2.26579680398769 11
"246" "{citrus fruit,pot plants} => {whole milk}" 0.00111845449923742 0.523809523809524 0.00213523131672598 2.05000663217933 11
"247" "{bottled water,pot plants} => {whole milk}" 0.00152516522623284 0.6 0.0025419420437214 2.34818941504178 15
"248" "{tropical fruit,pot plants} => {other vegetables}" 0.00172852058973055 0.566666666666667 0.00305033045246568 2.92862147486425 17
"249" "{tropical fruit,pot plants} => {whole milk}" 0.00193187595322827 0.633333333333333 0.00305033045246568 2.4786443825441 19
"250" "{soda,pot plants} => {whole milk}" 0.00152516522623284 0.555555555555556 0.00274529740721912 2.17424945837202 15
"251" "{yogurt,pot plants} => {whole milk}" 0.00203355363497712 0.526315789473684 0.00386375190645653 2.05981527635244 20
"252" "{rolls/buns,pot plants} => {whole milk}" 0.00172852058973055 0.607142857142857 0.00284697508896797 2.37614405093514 17
"253" "{other vegetables,pot plants} => {whole milk}" 0.00244026436197255 0.558139534883721 0.00437214031520081 2.1843622465505 24
"254" "{whipped/sour cream,chewing gum} => {whole milk}" 0.00101677681748856 0.588235294117647 0.00172852058973055 2.30214648533508 10
"255" "{chewing gum,shopping bags} => {soda}" 0.0016268429079817 0.5 0.0032536858159634 2.86734693877551 16
"256" "{tropical fruit,chewing gum} => {whole milk}" 0.00132180986273513 0.52 0.0025419420437214 2.03509749303621 13
"257" "{root vegetables,chewing gum} => {other vegetables}" 0.00111845449923742 0.647058823529412 0.00172852058973055 3.34410064603876 11
"258" "{canned fish,hygiene articles} => {whole milk}" 0.00111845449923742 1 0.00111845449923742 3.91364902506964 11
"259" "{canned fish,coffee} => {other vegetables}" 0.00101677681748856 0.588235294117647 0.00172852058973055 3.04009149639888 10
"260" "{frozen vegetables,canned fish} => {other vegetables}" 0.00111845449923742 0.733333333333333 0.00152516522623284 3.78998073217726 11
"261" "{canned fish,bottled beer} => {whole milk}" 0.00111845449923742 0.611111111111111 0.00183019827147941 2.39167440420922 11
"262" "{root vegetables,canned fish} => {other vegetables}" 0.00152516522623284 0.576923076923077 0.00264361972547026 2.9816281983912 15
"263" "{yogurt,canned fish} => {whole milk}" 0.0016268429079817 0.5 0.0032536858159634 1.95682451253482 16
"264" "{hamburger meat,pasta} => {whole milk}" 0.00142348754448399 0.518518518518518 0.00274529740721912 2.02929949448055 14
"265" "{chicken,pasta} => {other vegetables}" 0.00111845449923742 0.6875 0.0016268429079817 3.55310693641619 11
"266" "{beef,pasta} => {root vegetables}" 0.00101677681748856 0.588235294117647 0.00172852058973055 5.39672958735733 10
"267" "{domestic eggs,pasta} => {whole milk}" 0.00101677681748856 0.625 0.0016268429079817 2.44603064066852 10
"268" "{pip fruit,pasta} => {whole milk}" 0.00132180986273513 0.565217391304348 0.00233858668022369 2.21206249243066 13
"269" "{sausage,pasta} => {whole milk}" 0.00101677681748856 0.555555555555556 0.00183019827147941 2.17424945837202 10
"270" "{root vegetables,pasta} => {whole milk}" 0.00233858668022369 0.605263157894737 0.00386375190645653 2.36878756780531 23
"271" "{yogurt,pasta} => {whole milk}" 0.00183019827147941 0.580645161290323 0.00315200813421454 2.27244136939527 18
"272" "{rolls/buns,pasta} => {whole milk}" 0.00142348754448399 0.583333333333333 0.00244026436197255 2.28296193129062 14
"273" "{other vegetables,pasta} => {whole milk}" 0.00213523131672598 0.5 0.00427046263345196 1.95682451253482 21
"274" "{hamburger meat,herbs} => {other vegetables}" 0.00101677681748856 0.666666666666667 0.00152516522623284 3.44543702925206 10
"275" "{chicken,herbs} => {other vegetables}" 0.00122013218098627 0.6 0.00203355363497712 3.10089332632685 12
"276" "{herbs,frozen vegetables} => {root vegetables}" 0.00142348754448399 0.56 0.0025419420437214 5.13768656716418 14
"277" "{herbs,frozen vegetables} => {whole milk}" 0.00142348754448399 0.56 0.0025419420437214 2.191643454039 14
"278" "{beef,herbs} => {root vegetables}" 0.00152516522623284 0.535714285714286 0.00284697508896797 4.91487873134328 15
"279" "{beef,herbs} => {whole milk}" 0.0016268429079817 0.571428571428571 0.00284697508896797 2.23637087146836 16
"280" "{herbs,curd} => {root vegetables}" 0.00142348754448399 0.583333333333333 0.00244026436197255 5.35175684079602 14
"281" "{herbs,curd} => {other vegetables}" 0.00132180986273513 0.541666666666667 0.00244026436197255 2.7994175862673 13
"282" "{herbs,curd} => {whole milk}" 0.00183019827147941 0.75 0.00244026436197255 2.93523676880223 18
"283" "{pork,herbs} => {other vegetables}" 0.00111845449923742 0.523809523809524 0.00213523131672598 2.70712909441233 11
"284" "{pork,herbs} => {whole milk}" 0.00122013218098627 0.571428571428571 0.00213523131672598 2.23637087146836 12
"285" "{herbs,bottled beer} => {bottled water}" 0.00122013218098627 0.631578947368421 0.00193187595322827 5.71442405461676 12
"286" "{herbs,bottled beer} => {root vegetables}" 0.00111845449923742 0.578947368421053 0.00193187595322827 5.31151806755695 11
"287" "{herbs,bottled beer} => {other vegetables}" 0.00101677681748856 0.526315789473684 0.00193187595322827 2.72008186519899 10
"288" "{herbs,bottled beer} => {whole milk}" 0.00101677681748856 0.526315789473684 0.00193187595322827 2.05981527635244 10
"289" "{herbs,brown bread} => {other vegetables}" 0.00111845449923742 0.733333333333333 0.00152516522623284 3.78998073217726 11
"290" "{herbs,margarine} => {other vegetables}" 0.00111845449923742 0.647058823529412 0.00172852058973055 3.34410064603876 11
"291" "{herbs,margarine} => {whole milk}" 0.00101677681748856 0.588235294117647 0.00172852058973055 2.30214648533508 10
"292" "{herbs,butter} => {other vegetables}" 0.00152516522623284 0.555555555555556 0.00274529740721912 2.87119752437671 15
"293" "{herbs,butter} => {whole milk}" 0.0016268429079817 0.592592592592593 0.00274529740721912 2.31919942226349 16
"294" "{herbs,domestic eggs} => {root vegetables}" 0.00111845449923742 0.523809523809524 0.00213523131672598 4.8056592039801 11
"295" "{herbs,domestic eggs} => {other vegetables}" 0.00122013218098627 0.571428571428571 0.00213523131672598 2.95323173935891 12
"296" "{herbs,domestic eggs} => {whole milk}" 0.00152516522623284 0.714285714285714 0.00213523131672598 2.79546358933546 15
"297" "{herbs,fruit/vegetable juice} => {other vegetables}" 0.00122013218098627 0.8 0.00152516522623284 4.13452443510247 12
"298" "{herbs,fruit/vegetable juice} => {whole milk}" 0.00111845449923742 0.733333333333333 0.00152516522623284 2.87000928505107 11
"299" "{herbs,whipped/sour cream} => {other vegetables}" 0.00203355363497712 0.645161290322581 0.00315200813421454 3.33429389927619 20
"300" "{herbs,whipped/sour cream} => {whole milk}" 0.00193187595322827 0.612903225806452 0.00315200813421454 2.39868811213946 19
"301" "{pip fruit,herbs} => {root vegetables}" 0.00142348754448399 0.583333333333333 0.00244026436197255 5.35175684079602 14
"302" "{pip fruit,herbs} => {other vegetables}" 0.00172852058973055 0.708333333333333 0.00244026436197255 3.66077684358031 17
